LOCATION	TIME_UNIT	MEAN_AGE	NO_TAXA	LAT	LONG	NO_HYP_TAXA	MEAN_HYP
27625	MN07	11.85	1	41.12	-0.92	1	1
27628	MN05	16.1	1	41.35	-1.03	1	1
27651	MN11	8.6	2	44.58	4.61	2	3
27652	MN12	7.65	1	44.58	4.61	1	3
27731	MN04	17.5	5	48.97	11.18	5	1
27736	MN04	17.5	1	48.97	11.18	1	1
27743	MN05	16.1	2	48.42	11.6	2	1
27747	MN06	13.85	1	47.37	8.63	0	NaN
27748	MN05	16.1	2	47.57	8.55	2	1
27749	MN07	11.85	1	47.42	8.87	1	1
27758	MN05	16.1	4	48.68	10.24	3	1
27778	MN06	13.85	1	47.38	8.96	0	NaN
27787	MN06	13.85	2	47.41	8.89	1	1
27806	MN02	21.4	2	46.83	6.48	2	1
27820	MN05	16.1	3	41.36	-1.72	2	1
27853	MN03	19	2	42.14	-1.4	2	1
27854	MN03	19	1	42.12	-1.42	1	1
27855	MN03	19	2	42.13	-1.41	2	1
27860	MN03	19	1	38.67	-9.17	1	1
27884	MN07	11.85	3	47.13	15.34	2	1
27903	MN06	13.85	1	41.17	-1.44	1	1
28098	MN06	13.85	1	48.39	11.09	1	1
28099	MN06	13.85	1	48.39	11.09	1	1
28100	MN02	21.4	3	51.11	7.68	3	1
28101	MN02	21.4	3	51.11	7.68	2	1
28102	MN02	21.4	4	51.11	7.68	4	1
28103	MN02	21.4	3	51.11	7.68	2	1
28104	MN02	21.4	1	51.11	7.68	1	1
28106	MN02	21.4	2	46.86	7.1	2	1
28108	MN02	21.4	2	46.86	7.1	2	1
28109	MN03	19	1	50.53	10.06	1	1
28124	MQ19	0.08	8	43.2	-2.11	6	2.167
28244	MN07	11.85	1	41.53	1.76	1	1
28246	MN07	11.85	1	41.53	1.76	1	1
28251	MN10	9.25	1	41.54	2.1	1	1
28253	MN09	10.35	1	41.78	2.08	1	1
28254	MN12	7.65	1	44.66	8.58	1	1
28260	MQ19	0.08	6	41.53	1.67	5	2.6
28263	MQ19	0.08	5	51.25	8.16	4	2.25
28268	MQ19	0.08	4	41.89	12.49	4	2.25
28269	MQ19	0.08	5	50.08	14.42	4	2.75
28270	MQ19	0.08	4	51.62	-3.94	3	2.333
28272	MQ19	0.08	5	45.14	0.75	4	2
