records	3128
no taxa	135
HYP values	3128
DIET_1=p	3128
DIET_1=a	0
DIET_1=o	0
DIET_1=NA	0
time units	22
localities	442
mean taxa per locality	6.4
mean hyp taxa per locality	6.4
