Duchesnean	Chadronian-1	Chadronian-2	Chadronian-3	Chadronian-4	Arikareean-1	Arikareean-2	Arikareean-3	Arikareean-4	Hemingfordian-1	Hemingfordian-2	Barstovian-1	Barstovian-2	Clarendonian-1	Clarendonian-2	Clarendonian-3	Hemphillian-1	Hemphillian-2	Hemphillian-3	Hemphillian-4	Blancan-Early	Blancan-Late	
0	0	0	0	0	0	0	0	0	0.071	0	0.061	0.048	0	0	0	0	0	0	0	0	0	Floridatragulus
0	0	0	0	0	0	0	0	0	0	0.037	0.061	0.071	0	0.067	0	0	0	0	0	0	0	Nothotylopus
0	0	0	0	0	0	0	0	0	0	0	0	0.119	0.2	0.2	0.059	0	0	0	0	0	0	Longirostromeryx
0	0	0	0	0	0	0	0	0	0	0.074	0.121	0.214	0	0.033	0	0	0	0	0	0	0	Meryceros
0	0	0	0	0	0	0	0	0	0	0	0	0.095	0.6	0.267	0.118	0	0	0	0.188	0.021	0	Pseudohipparion
0	0	0	0	0	0	0	0	0	0	0	0	0.071	0	0.067	0	0.353	0.067	0	0	0	0	Plioceros
0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0.067	0	0.118	0.133	0	0.062	0	0	Pseudoceras
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.133	0.083	0	0.043	0.029	Neotragocerus
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.118	0.2	0.417	0.188	0.447	0.353	Platygonus
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.067	0	0.059	0.267	0.167	0.188	0.043	0	Pleiolama
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.294	0.333	0.25	0	0	0	Amebelodon
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.067	0	0.235	0.2	0.083	0	0	0	Alforjas
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17	0.294	Gigantocamelus
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.149	0.294	Capromeryx
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.059	0.067	0.333	0.312	0.021	0	Astrohippus
0.25	0.625	0	0.5	0.417	0.176	0.067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Agriochoerus
0.3	0.125	0.125	0	0.083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Poabromylus
0.2	0	0.125	0.1	0.167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Hendryomeryx
0.2	0.25	0.25	0.4	0.083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Colodon
0.05	0.5	0.375	0.3	0.083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bathygenys
0.15	0.75	0.5	0.7	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Prodesmatochoerus
0	0	0.25	0.2	0.083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Pseudoprotoceras
0	0	0.25	0.5	0.583	0	0	0.059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Poebrotherium
0	0.25	0.125	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Parvitragulus
0.1	0.25	0	0.2	0.083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Toxotherium
0.15	0.75	0.625	0.5	0.583	0.176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Hyracodon
0.1	0.125	0.375	0.1	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Penetrigonias
0.05	0.25	0.125	0.2	0.417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Oreonetes
0.15	0.625	0.5	0.7	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Mesohippus
0	0.125	0.125	0.3	0.333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Megacerops
0	0.125	0.25	0.4	0.333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Trigonias
0	0	0	0	0	0	0	0	0	0.071	0.111	0	0	0	0	0	0	0	0	0	0	0	Blickomylus
0.35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Duchesneodus
0.05	0	0	0.2	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Aepinacodon
0	0	0.125	0	0.083	0	0.067	0.059	0.083	0.036	0	0.03	0	0	0	0	0	0	0	0	0	0	Paratylopus
0	0	0	0	0	0	0	0	0.083	0.107	0	0.03	0.024	0	0	0	0	0	0	0	0	0	Prosynthetoceras
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.118	0.067	0	0.188	0	0	Ilingoceros
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.128	0.118	Cuvieronius
