LIDNUM	LAT	LONG	MAX_AGE	MIN_AGE	BFA_MAX	BFA_MIN	COUNTRY	ORDER	FAMILY	SUBFAMILY	GENUS	SPECIES	TCRWNHT	CROWNTYP	DIET_1	SVLENGTH	BODYMASS	GENUSSPECIES	HYP	TIME_UNIT	MEAN_AGE_COMPUTED	MEAN_AGE	LOCALITY
10047	34.5	-120.25	30	28.1	Arikareean-1	Arikareean-1	United States of America	Artiodactyla	Merycoidodontidae	Leptaucheniinae	Sespia	nitida	hyp	L2220	p	NA	NA	Sespianitida	3	Arikareean-1	29.05	29.05	10047
10048	40.66666667	-117.9583333	30	28.1	Arikareean-1	Arikareean-1	United States of America	Artiodactyla	Merycoidodontidae	Leptaucheniinae	Sespia	nitida	hyp	L2220	p	NA	NA	Sespianitida	3	Arikareean-1	29.05	29.05	10048
10048	40.66666667	-117.9583333	30	28.1	Arikareean-1	Arikareean-1	United States of America	Artiodactyla	Merycoidodontidae	Merycochoerinae	Eporeodon	minor	bra	L2220	p	NA	NA	Eporeodonminor	1	Arikareean-1	29.05	29.05	10048
10048	40.66666667	-117.9583333	30	28.1	Arikareean-1	Arikareean-1	United States of America	Artiodactyla	Camelidae	Stenomylinae	Miotylopus	gibbi	hyp	L2220	p	NA	NA	Miotylopusgibbi	3	Arikareean-1	29.05	29.05	10048
10048	40.66666667	-117.9583333	30	28.1	Arikareean-1	Arikareean-1	United States of America	Artiodactyla	Hypertragulidae	NA	Nanotragulus	fontanus	bra	L3220	p	NA	NA	Nanotragulusfontanus	1	Arikareean-1	29.05	29.05	10048
10048	40.66666667	-117.9583333	30	28.1	Arikareean-1	Arikareean-1	United States of America	Perissodactyla	Rhinocerotidae	Diceratheriinae	Subhyracodon	NA	bra	L2212	p	NA	NA	NA	1	Arikareean-1	29.05	29.05	10048
10049	34.918056	-118.965	28.1	23	Arikareean-2	Arikareean-2	United States of America	Artiodactyla	Merycoidodontidae	Merycochoerinae	Eporeodon	latidens	bra	L2220	p	NA	NA	Eporeodonlatidens	1	Arikareean-2	25.55	25.55	10049
10049	34.918056	-118.965	28.1	23	Arikareean-2	Arikareean-2	United States of America	Artiodactyla	Hypertragulidae	NA	Hypertragulus	hesperius	bra	L3220	p	NA	NA	Hypertragulushesperius	1	Arikareean-2	25.55	25.55	10049
10049	34.918056	-118.965	28.1	23	Arikareean-2	Arikareean-2	United States of America	Artiodactyla	Hypertragulidae	NA	Nanotragulus	planiceps	bra	L3220	p	NA	NA	Nanotragulusplaniceps	1	Arikareean-2	25.55	25.55	10049
10049	34.918056	-118.965	28.1	23	Arikareean-2	Arikareean-2	United States of America	Perissodactyla	Rhinocerotidae	Diceratheriinae	Diceratherium	armatum	bra	L2212	p	NA	NA	Diceratheriumarmatum	1	Arikareean-2	25.55	25.55	10049
10049	34.918056	-118.965	28.1	23	Arikareean-2	Arikareean-2	United States of America	Perissodactyla	Rhinocerotidae	Diceratheriinae	Diceratherium	niobrarense	bra	L2212	p	NA	NA	Diceratheriumniobrarense	1	Arikareean-2	25.55	25.55	10049
10050	35.49	-118.826667	23	19.5	Arikareean-3	Arikareean-3	United States of America	Perissodactyla	Equidae	Anchitheriinae	Kalobatippus	NA	bra	L2212	p	NA	130000	NA	1	Arikareean-3	21.25	21.25	10050
10051	34.469167	-118.430278	19.5	18.8	Arikareean-4	Arikareean-4	United States of America	Artiodactyla	Merycoidodontidae	Ticholeptinae	Merychyus	minimus	mes	L2220	p	NA	NA	Merychyusminimus	2	Arikareean-4	19.15	19.15	10051
10051	34.469167	-118.430278	19.5	18.8	Arikareean-4	Arikareean-4	United States of America	Artiodactyla	Camelidae	Stenomylinae	Stenomylus	NA	hyp	L2220	p	NA	NA	NA	3	Arikareean-4	19.15	19.15	10051
10051	34.469167	-118.430278	19.5	18.8	Arikareean-4	Arikareean-4	United States of America	Artiodactyla	Camelidae	Miolabinae	Miolabis	californicus	mes	L2220	p	NA	NA	Miolabiscalifornicus	2	Arikareean-4	19.15	19.15	10051
10051	34.469167	-118.430278	19.5	18.8	Arikareean-4	Arikareean-4	United States of America	Perissodactyla	Equidae	Anchitheriinae	Parahippus	NA	mes	L2212	p	NA	NA	NA	2	Arikareean-4	19.15	19.15	10051
10052	38.555605	-121.468926	18.8	17.5	Hemingfordian-1	Hemingfordian-1	United States of America	Artiodactyla	Merycoidodontidae	Ticholeptinae	Merychyus	arenarum	mes	L2220	p	NA	40500	Merychyusarenarum	2	Hemingfordian-1	18.15	18.15	10052
10052	38.555605	-121.468926	18.8	17.5	Hemingfordian-1	Hemingfordian-1	United States of America	Artiodactyla	Camelidae	Protolabinae	Tanymykter	brachyodontus	mes	L2220	p	NA	NA	Tanymykterbrachyodontus	2	Hemingfordian-1	18.15	18.15	10052
10052	38.555605	-121.468926	18.8	17.5	Hemingfordian-1	Hemingfordian-1	United States of America	Artiodactyla	Moschidae	Blastomerycinae	Pseudoblastomeryx	advena	bra	L2220	p	NA	NA	Pseudoblastomeryxadvena	1	Hemingfordian-1	18.15	18.15	10052
10052	38.555605	-121.468926	18.8	17.5	Hemingfordian-1	Hemingfordian-1	United States of America	Perissodactyla	Equidae	Anchitheriinae	Archaeohippus	NA	bra	L2212	p	NA	NA	NA	1	Hemingfordian-1	18.15	18.15	10052
10052	38.555605	-121.468926	18.8	17.5	Hemingfordian-1	Hemingfordian-1	United States of America	Perissodactyla	Equidae	Anchitheriinae	Parahippus	NA	mes	L2212	p	NA	NA	NA	2	Hemingfordian-1	18.15	18.15	10052
10052	38.555605	-121.468926	18.8	17.5	Hemingfordian-1	Hemingfordian-1	United States of America	Perissodactyla	Equidae	Equinae	Merychippus	NA	mes	L2323	p	NA	NA	NA	2	Hemingfordian-1	18.15	18.15	10052
10052	38.555605	-121.468926	18.8	17.5	Hemingfordian-1	Hemingfordian-1	United States of America	Perissodactyla	Equidae	Anchitheriinae	Anchitherium	NA	bra	L2212	p	NA	NA	NA	1	Hemingfordian-1	18.15	18.15	10052
10053	38.555605	-121.468926	18.8	17.5	Hemingfordian-1	Hemingfordian-1	United States of America	Artiodactyla	Merycoidodontidae	Ticholeptinae	Merychyus	arenarum	mes	L2220	p	NA	40500	Merychyusarenarum	2	Hemingfordian-1	18.15	18.15	10053
10054	34.737778	-119.238056	17.5	16	Hemingfordian-2	Hemingfordian-2	United States of America	Artiodactyla	Merycoidodontidae	Ticholeptinae	Ticholeptus	zygomaticus	mes	L2220	p	NA	71400	Ticholeptuszygomaticus	2	Hemingfordian-2	16.75	16.75	10054
10054	34.737778	-119.238056	17.5	16	Hemingfordian-2	Hemingfordian-2	United States of America	Artiodactyla	Camelidae	Camelinae	Aepycamelus	NA	mes	L2220	p	NA	NA	NA	2	Hemingfordian-2	16.75	16.75	10054
10054	34.737778	-119.238056	17.5	16	Hemingfordian-2	Hemingfordian-2	United States of America	Artiodactyla	Antilocapridae	Merycodontinae	Merycodus	NA	hyp	L2220	p	NA	NA	NA	3	Hemingfordian-2	16.75	16.75	10054
10054	34.737778	-119.238056	17.5	16	Hemingfordian-2	Hemingfordian-2	United States of America	Perissodactyla	Equidae	Anchitheriinae	Parahippus	NA	mes	L2212	p	NA	NA	NA	2	Hemingfordian-2	16.75	16.75	10054
10054	34.737778	-119.238056	17.5	16	Hemingfordian-2	Hemingfordian-2	United States of America	Perissodactyla	Equidae	Equinae	Parapliohippus	carrizoensis	mes	L2323	p	NA	NA	Parapliohippuscarrizoensis	2	Hemingfordian-2	16.75	16.75	10054
10054	34.737778	-119.238056	17.5	16	Hemingfordian-2	Hemingfordian-2	United States of America	Perissodactyla	Equidae	Equinae	Acritohippus	tertius	mes	L2323	p	NA	111300	Acritohippustertius	2	Hemingfordian-2	16.75	16.75	10054
10055	34.995278	-119.575278	16	14.8	Barstovian-1	Barstovian-1	United States of America	Artiodactyla	Merycoidodontidae	Ticholeptinae	Merychyus	smithi	mes	L2220	p	NA	NA	Merychyussmithi	2	Barstovian-1	15.4	15.4	10055
10055	34.995278	-119.575278	16	14.8	Barstovian-1	Barstovian-1	United States of America	Artiodactyla	Merycoidodontidae	Ticholeptinae	Brachycrus	buwaldi	mes	L2220	p	NA	NA	Brachycrusbuwaldi	2	Barstovian-1	15.4	15.4	10055
10055	34.995278	-119.575278	16	14.8	Barstovian-1	Barstovian-1	United States of America	Artiodactyla	Camelidae	Miolabinae	Miolabis	fricki	mes	L2220	p	NA	NA	Miolabisfricki	2	Barstovian-1	15.4	15.4	10055
10055	34.995278	-119.575278	16	14.8	Barstovian-1	Barstovian-1	United States of America	Artiodactyla	Camelidae	Camelinae	Aepycamelus	NA	mes	L2220	p	NA	NA	NA	2	Barstovian-1	15.4	15.4	10055
10055	34.995278	-119.575278	16	14.8	Barstovian-1	Barstovian-1	United States of America	Artiodactyla	Dromomerycidae	Cranioceratidae	Cranioceras	NA	bra	L2220	p	NA	NA	NA	1	Barstovian-1	15.4	15.4	10055
10055	34.995278	-119.575278	16	14.8	Barstovian-1	Barstovian-1	United States of America	Artiodactyla	Antilocapridae	Merycodontinae	Merycodus	NA	hyp	L2220	p	NA	NA	NA	3	Barstovian-1	15.4	15.4	10055
10055	34.995278	-119.575278	16	14.8	Barstovian-1	Barstovian-1	United States of America	Perissodactyla	Equidae	Anchitheriinae	Hypohippus	NA	bra	L2212	p	NA	194000	NA	1	Barstovian-1	15.4	15.4	10055
10055	34.995278	-119.575278	16	14.8	Barstovian-1	Barstovian-1	United States of America	Perissodactyla	Equidae	Anchitheriinae	Parahippus	NA	mes	L2212	p	NA	NA	NA	2	Barstovian-1	15.4	15.4	10055
10055	34.995278	-119.575278	16	14.8	Barstovian-1	Barstovian-1	United States of America	Perissodactyla	Equidae	Equinae	Parapliohippus	carrizoensis	mes	L2323	p	NA	NA	Parapliohippuscarrizoensis	2	Barstovian-1	15.4	15.4	10055
10055	34.995278	-119.575278	16	14.8	Barstovian-1	Barstovian-1	United States of America	Perissodactyla	Equidae	Equinae	Acritohippus	quinni	mes	L2323	p	NA	NA	Acritohippusquinni	2	Barstovian-1	15.4	15.4	10055
10056	34.765278	-119.245278	16	14.8	Barstovian-1	Barstovian-1	United States of America	Artiodactyla	Tayassuidae	Hesperhyinae	Hesperhys	vagrans	bra	R2M00	p	NA	NA	Hesperhysvagrans	1	Barstovian-1	15.4	15.4	10056
10056	34.765278	-119.245278	16	14.8	Barstovian-1	Barstovian-1	United States of America	Artiodactyla	Merycoidodontidae	Ticholeptinae	Brachycrus	siouense	mes	L2220	p	NA	148000	Brachycrussiouense	2	Barstovian-1	15.4	15.4	10056
10056	34.765278	-119.245278	16	14.8	Barstovian-1	Barstovian-1	United States of America	Artiodactyla	Camelidae	Miolabinae	Miolabis	fricki	mes	L2220	p	NA	NA	Miolabisfricki	2	Barstovian-1	15.4	15.4	10056
10056	34.765278	-119.245278	16	14.8	Barstovian-1	Barstovian-1	United States of America	Artiodactyla	Camelidae	Protolabinae	Protolabis	NA	mes	L2220	p	NA	NA	NA	2	Barstovian-1	15.4	15.4	10056
10056	34.765278	-119.245278	16	14.8	Barstovian-1	Barstovian-1	United States of America	Artiodactyla	Camelidae	Camelinae	Aepycamelus	NA	mes	L2220	p	NA	NA	NA	2	Barstovian-1	15.4	15.4	10056
10056	34.765278	-119.245278	16	14.8	Barstovian-1	Barstovian-1	United States of America	Artiodactyla	Dromomerycidae	Dromomerycinae	Rakomeryx	sinclairi	bra	L2220	p	NA	104000	Rakomeryxsinclairi	1	Barstovian-1	15.4	15.4	10056
10056	34.765278	-119.245278	16	14.8	Barstovian-1	Barstovian-1	United States of America	Artiodactyla	Dromomerycidae	Cranioceratidae	Cranioceras	NA	bra	L2220	p	NA	NA	NA	1	Barstovian-1	15.4	15.4	10056
10056	34.765278	-119.245278	16	14.8	Barstovian-1	Barstovian-1	United States of America	Artiodactyla	Antilocapridae	Merycodontinae	Merycodus	NA	hyp	L2220	p	NA	NA	NA	3	Barstovian-1	15.4	15.4	10056
10056	34.765278	-119.245278	16	14.8	Barstovian-1	Barstovian-1	United States of America	Perissodactyla	Equidae	Anchitheriinae	Archaeohippus	mourningi	bra	L2212	p	NA	NA	Archaeohippusmourningi	1	Barstovian-1	15.4	15.4	10056
10056	34.765278	-119.245278	16	14.8	Barstovian-1	Barstovian-1	United States of America	Perissodactyla	Equidae	Equinae	Acritohippus	quinni	mes	L2323	p	NA	NA	Acritohippusquinni	2	Barstovian-1	15.4	15.4	10056
10057	34.765278	-119.235556	16	14.8	Barstovian-1	Barstovian-1	United States of America	Artiodactyla	Camelidae	Miolabinae	Paramiolabis	taylori	mes	L2220	p	NA	NA	Paramiolabistaylori	2	Barstovian-1	15.4	15.4	10057
10057	34.765278	-119.235556	16	14.8	Barstovian-1	Barstovian-1	United States of America	Artiodactyla	Camelidae	Miolabinae	Miolabis	fricki	mes	L2220	p	NA	NA	Miolabisfricki	2	Barstovian-1	15.4	15.4	10057
10057	34.765278	-119.235556	16	14.8	Barstovian-1	Barstovian-1	United States of America	Artiodactyla	Camelidae	Camelinae	Aepycamelus	alexandrae	mes	L2220	p	NA	NA	Aepycamelusalexandrae	2	Barstovian-1	15.4	15.4	10057
10057	34.765278	-119.235556	16	14.8	Barstovian-1	Barstovian-1	United States of America	Artiodactyla	Dromomerycidae	Cranioceratidae	Cranioceras	NA	bra	L2220	p	NA	NA	NA	1	Barstovian-1	15.4	15.4	10057
10057	34.765278	-119.235556	16	14.8	Barstovian-1	Barstovian-1	United States of America	Perissodactyla	Equidae	Equinae	Merychippus	brevidontus	mes	L2323	p	NA	NA	Merychippusbrevidontus	2	Barstovian-1	15.4	15.4	10057
10057	34.765278	-119.235556	16	14.8	Barstovian-1	Barstovian-1	United States of America	Perissodactyla	Equidae	Equinae	Acritohippus	quinni	mes	L2323	p	NA	NA	Acritohippusquinni	2	Barstovian-1	15.4	15.4	10057
10058	38.555605	-121.468926	14.8	12.5	Barstovian-2	Barstovian-2	United States of America	Proboscidea	Gomphotheriidae	NA	Gomphotherium	NA	bra	RMM00	p	NA	NA	NA	1	Barstovian-2	13.65	13.65	10058
10058	38.555605	-121.468926	14.8	12.5	Barstovian-2	Barstovian-2	United States of America	Artiodactyla	Antilocapridae	Merycodontinae	Ramoceros	NA	hyp	L2220	p	NA	NA	NA	3	Barstovian-2	13.65	13.65	10058
10058	38.555605	-121.468926	14.8	12.5	Barstovian-2	Barstovian-2	United States of America	Perissodactyla	Equidae	Equinae	Acritohippus	quinni	mes	L2323	p	NA	NA	Acritohippusquinni	2	Barstovian-2	13.65	13.65	10058
10059	34.821111	-119.336667	12.1	10.1	Clarendonian-2	Clarendonian-2	United States of America	Proboscidea	Gomphotheriidae	NA	Gomphotherium	NA	bra	RMM00	p	NA	NA	NA	1	Clarendonian-2	11.1	11.1	10059
10059	34.821111	-119.336667	12.1	10.1	Clarendonian-2	Clarendonian-2	United States of America	Artiodactyla	Merycoidodontidae	Ticholeptinae	Merychyus	novomexicanus	mes	L2220	p	NA	15900	Merychyusnovomexicanus	2	Clarendonian-2	11.1	11.1	10059
10059	34.821111	-119.336667	12.1	10.1	Clarendonian-2	Clarendonian-2	United States of America	Artiodactyla	Camelidae	Protolabinae	Protolabis	NA	mes	L2220	p	NA	NA	NA	2	Clarendonian-2	11.1	11.1	10059
10059	34.821111	-119.336667	12.1	10.1	Clarendonian-2	Clarendonian-2	United States of America	Artiodactyla	Dromomerycidae	Cranioceratidae	Cranioceras	NA	bra	L2220	p	NA	NA	NA	1	Clarendonian-2	11.1	11.1	10059
10059	34.821111	-119.336667	12.1	10.1	Clarendonian-2	Clarendonian-2	United States of America	Artiodactyla	Antilocapridae	Merycodontinae	Cosoryx	cerrosensis	hyp	L2220	p	NA	NA	Cosoryxcerrosensis	3	Clarendonian-2	11.1	11.1	10059
10059	34.821111	-119.336667	12.1	10.1	Clarendonian-2	Clarendonian-2	United States of America	Perissodactyla	Equidae	Anchitheriinae	Megahippus	NA	bra	L2212	p	NA	NA	NA	1	Clarendonian-2	11.1	11.1	10059
10059	34.821111	-119.336667	12.1	10.1	Clarendonian-2	Clarendonian-2	United States of America	Perissodactyla	Equidae	Equinae	Cormohipparion	quinni	hyp	L2323	p	NA	NA	Cormohipparionquinni	3	Clarendonian-2	11.1	11.1	10059
10059	34.821111	-119.336667	12.1	10.1	Clarendonian-2	Clarendonian-2	United States of America	Perissodactyla	Equidae	Equinae	Pliohippus	tehonense	hyp	L2323	p	NA	NA	Pliohippustehonense	3	Clarendonian-2	11.1	11.1	10059
10060	34.803056	-119.2925	10.1	9	Clarendonian-3	Clarendonian-3	United States of America	Proboscidea	Gomphotheriidae	NA	Gomphotherium	NA	bra	RMM00	p	NA	NA	NA	1	Clarendonian-3	9.55	9.55	10060
10060	34.803056	-119.2925	10.1	9	Clarendonian-3	Clarendonian-3	United States of America	Artiodactyla	Camelidae	Protolabinae	Protolabis	NA	mes	L2220	p	NA	NA	NA	2	Clarendonian-3	9.55	9.55	10060
10060	34.803056	-119.2925	10.1	9	Clarendonian-3	Clarendonian-3	United States of America	Artiodactyla	Camelidae	Camelinae	Megatylopus	NA	mes	L2220	p	NA	NA	NA	2	Clarendonian-3	9.55	9.55	10060
10060	34.803056	-119.2925	10.1	9	Clarendonian-3	Clarendonian-3	United States of America	Artiodactyla	Antilocapridae	Merycodontinae	Cosoryx	cerrosensis	hyp	L2220	p	NA	NA	Cosoryxcerrosensis	3	Clarendonian-3	9.55	9.55	10060
10060	34.803056	-119.2925	10.1	9	Clarendonian-3	Clarendonian-3	United States of America	Perissodactyla	Equidae	Anchitheriinae	Megahippus	matthewi	bra	L2212	p	NA	523000	Megahippusmatthewi	1	Clarendonian-3	9.55	9.55	10060
10060	34.803056	-119.2925	10.1	9	Clarendonian-3	Clarendonian-3	United States of America	Perissodactyla	Equidae	Equinae	Cormohipparion	occidentale	hyp	L2323	p	NA	289000	Cormohipparionoccidentale	3	Clarendonian-3	9.55	9.55	10060
10060	34.803056	-119.2925	10.1	9	Clarendonian-3	Clarendonian-3	United States of America	Perissodactyla	Equidae	Equinae	Pliohippus	NA	hyp	L2323	p	NA	NA	NA	3	Clarendonian-3	9.55	9.55	10060
10062	38.555605	-121.468926	17.5	16	Hemingfordian-2	Hemingfordian-2	United States of America	Artiodactyla	Camelidae	Camelinae	Aepycamelus	NA	mes	L2220	p	NA	NA	NA	2	Hemingfordian-2	16.75	16.75	10062
10062	38.555605	-121.468926	17.5	16	Hemingfordian-2	Hemingfordian-2	United States of America	Perissodactyla	Equidae	Equinae	Merychippus	NA	mes	L2323	p	NA	NA	NA	2	Hemingfordian-2	16.75	16.75	10062
10063	38.555605	-121.468926	18.8	17.5	Hemingfordian-1	Hemingfordian-1	United States of America	Perissodactyla	Equidae	Equinae	Parapliohippus	carrizoensis	mes	L2323	p	NA	NA	Parapliohippuscarrizoensis	2	Hemingfordian-1	18.15	18.15	10063
10064	34.851389	-119.553611	17.5	16	Hemingfordian-2	Hemingfordian-2	United States of America	Artiodactyla	Merycoidodontidae	Ticholeptinae	Merychyus	smithi	mes	L2220	p	NA	NA	Merychyussmithi	2	Hemingfordian-2	16.75	16.75	10064
10064	34.851389	-119.553611	17.5	16	Hemingfordian-2	Hemingfordian-2	United States of America	Artiodactyla	Camelidae	Protolabinae	Protolabis	NA	mes	L2220	p	NA	NA	NA	2	Hemingfordian-2	16.75	16.75	10064
10064	34.851389	-119.553611	17.5	16	Hemingfordian-2	Hemingfordian-2	United States of America	Artiodactyla	Dromomerycidae	Dromomerycinae	Rakomeryx	NA	bra	L2220	p	NA	NA	NA	1	Hemingfordian-2	16.75	16.75	10064
10064	34.851389	-119.553611	17.5	16	Hemingfordian-2	Hemingfordian-2	United States of America	Perissodactyla	Equidae	Anchitheriinae	Archaeohippus	NA	bra	L2212	p	NA	NA	NA	1	Hemingfordian-2	16.75	16.75	10064
10064	34.851389	-119.553611	17.5	16	Hemingfordian-2	Hemingfordian-2	United States of America	Perissodactyla	Equidae	Equinae	Parapliohippus	carrizoensis	mes	L2323	p	NA	NA	Parapliohippuscarrizoensis	2	Hemingfordian-2	16.75	16.75	10064
10065	35.485556	-118.889722	17.5	16	Hemingfordian-2	Hemingfordian-2	United States of America	Artiodactyla	Dromomerycidae	Cranioceratidae	Bouromeryx	submilleri	bra	L2220	p	NA	48000	Bouromeryxsubmilleri	1	Hemingfordian-2	16.75	16.75	10065
10065	35.485556	-118.889722	17.5	16	Hemingfordian-2	Hemingfordian-2	United States of America	Perissodactyla	Equidae	Equinae	Merychippus	NA	mes	L2323	p	NA	NA	NA	2	Hemingfordian-2	16.75	16.75	10065
10066	35.191111	-118.323889	17.5	16	Hemingfordian-2	Hemingfordian-2	United States of America	Artiodactyla	Merycoidodontidae	Ticholeptinae	Merychyus	smithi	mes	L2220	p	NA	NA	Merychyussmithi	2	Hemingfordian-2	16.75	16.75	10066
10066	35.191111	-118.323889	17.5	16	Hemingfordian-2	Hemingfordian-2	United States of America	Artiodactyla	Camelidae	Stenomylinae	Stenomylus	NA	hyp	L2220	p	NA	NA	NA	3	Hemingfordian-2	16.75	16.75	10066
10066	35.191111	-118.323889	17.5	16	Hemingfordian-2	Hemingfordian-2	United States of America	Artiodactyla	Camelidae	Miolabinae	Miolabis	NA	mes	L2220	p	NA	NA	NA	2	Hemingfordian-2	16.75	16.75	10066
10066	35.191111	-118.323889	17.5	16	Hemingfordian-2	Hemingfordian-2	United States of America	Artiodactyla	Dromomerycidae	Dromomerycinae	Dromomeryx	NA	bra	L2220	p	NA	NA	NA	1	Hemingfordian-2	16.75	16.75	10066
10066	35.191111	-118.323889	17.5	16	Hemingfordian-2	Hemingfordian-2	United States of America	Artiodactyla	Antilocapridae	Merycodontinae	Merycodus	NA	hyp	L2220	p	NA	NA	NA	3	Hemingfordian-2	16.75	16.75	10066
10066	35.191111	-118.323889	17.5	16	Hemingfordian-2	Hemingfordian-2	United States of America	Perissodactyla	Equidae	Anchitheriinae	Hypohippus	NA	bra	L2212	p	NA	194000	NA	1	Hemingfordian-2	16.75	16.75	10066
10066	35.191111	-118.323889	17.5	16	Hemingfordian-2	Hemingfordian-2	United States of America	Perissodactyla	Equidae	Equinae	Parapliohippus	carrizoensis	mes	L2323	p	NA	NA	Parapliohippuscarrizoensis	2	Hemingfordian-2	16.75	16.75	10066
10067	35.19	-118.316389	16	14.8	Barstovian-1	Barstovian-1	United States of America	Artiodactyla	Merycoidodontidae	Ticholeptinae	Brachycrus	laticeps	mes	L2220	p	NA	NA	Brachycruslaticeps	2	Barstovian-1	15.4	15.4	10067
10067	35.19	-118.316389	16	14.8	Barstovian-1	Barstovian-1	United States of America	Artiodactyla	Merycoidodontidae	Ticholeptinae	Brachycrus	siouense	mes	L2220	p	NA	148000	Brachycrussiouense	2	Barstovian-1	15.4	15.4	10067
10067	35.19	-118.316389	16	14.8	Barstovian-1	Barstovian-1	United States of America	Artiodactyla	Camelidae	Miolabinae	Miolabis	NA	mes	L2220	p	NA	NA	NA	2	Barstovian-1	15.4	15.4	10067
10067	35.19	-118.316389	16	14.8	Barstovian-1	Barstovian-1	United States of America	Artiodactyla	Camelidae	Camelinae	Hesperocamelus	NA	mes	L2220	p	NA	NA	NA	2	Barstovian-1	15.4	15.4	10067
10067	35.19	-118.316389	16	14.8	Barstovian-1	Barstovian-1	United States of America	Artiodactyla	Antilocapridae	Merycodontinae	Merycodus	NA	hyp	L2220	p	NA	NA	NA	3	Barstovian-1	15.4	15.4	10067
10067	35.19	-118.316389	16	14.8	Barstovian-1	Barstovian-1	United States of America	Perissodactyla	Equidae	Anchitheriinae	Hypohippus	NA	bra	L2212	p	NA	194000	NA	1	Barstovian-1	15.4	15.4	10067
10067	35.19	-118.316389	16	14.8	Barstovian-1	Barstovian-1	United States of America	Perissodactyla	Equidae	Equinae	Acritohippus	stylodontus	mes	L2323	p	NA	205000	Acritohippusstylodontus	2	Barstovian-1	15.4	15.4	10067
10068	35.19	-118.316389	14.8	12.5	Barstovian-2	Barstovian-2	United States of America	Artiodactyla	Camelidae	Miolabinae	Miolabis	NA	mes	L2220	p	NA	NA	NA	2	Barstovian-2	13.65	13.65	10068
10068	35.19	-118.316389	14.8	12.5	Barstovian-2	Barstovian-2	United States of America	Artiodactyla	Camelidae	Protolabinae	Protolabis	NA	mes	L2220	p	NA	NA	NA	2	Barstovian-2	13.65	13.65	10068
10068	35.19	-118.316389	14.8	12.5	Barstovian-2	Barstovian-2	United States of America	Artiodactyla	Dromomerycidae	Dromomerycinae	Dromomeryx	NA	bra	L2220	p	NA	NA	NA	1	Barstovian-2	13.65	13.65	10068
10068	35.19	-118.316389	14.8	12.5	Barstovian-2	Barstovian-2	United States of America	Artiodactyla	Antilocapridae	Merycodontinae	Merycodus	NA	hyp	L2220	p	NA	NA	NA	3	Barstovian-2	13.65	13.65	10068
10068	35.19	-118.316389	14.8	12.5	Barstovian-2	Barstovian-2	United States of America	Perissodactyla	Equidae	Anchitheriinae	Archaeohippus	ultimus	bra	L2212	p	NA	NA	Archaeohippusultimus	1	Barstovian-2	13.65	13.65	10068
10068	35.19	-118.316389	14.8	12.5	Barstovian-2	Barstovian-2	United States of America	Perissodactyla	Equidae	Equinae	Scaphohippus	intermontanus	mes	L2323	p	NA	141000	Scaphohippusintermontanus	2	Barstovian-2	13.65	13.65	10068
10068	35.19	-118.316389	14.8	12.5	Barstovian-2	Barstovian-2	United States of America	Perissodactyla	Equidae	Equinae	Merychippus	brevidontus	mes	L2323	p	NA	NA	Merychippusbrevidontus	2	Barstovian-2	13.65	13.65	10068
10068	35.19	-118.316389	14.8	12.5	Barstovian-2	Barstovian-2	United States of America	Perissodactyla	Equidae	Equinae	Acritohippus	quinni	mes	L2323	p	NA	NA	Acritohippusquinni	2	Barstovian-2	13.65	13.65	10068
10069	34.298333	-117.468889	17.5	16	Hemingfordian-2	Hemingfordian-2	United States of America	Artiodactyla	Tayassuidae	Hesperhyinae	Cynorca	NA	bra	R2M00	p	NA	NA	NA	1	Hemingfordian-2	16.75	16.75	10069
10069	34.298333	-117.468889	17.5	16	Hemingfordian-2	Hemingfordian-2	United States of America	Artiodactyla	Merycoidodontidae	Ticholeptinae	Merychyus	smithi	mes	L2220	p	NA	NA	Merychyussmithi	2	Hemingfordian-2	16.75	16.75	10069
10069	34.298333	-117.468889	17.5	16	Hemingfordian-2	Hemingfordian-2	United States of America	Artiodactyla	Merycoidodontidae	Ticholeptinae	Brachycrus	buwaldi	mes	L2220	p	NA	NA	Brachycrusbuwaldi	2	Hemingfordian-2	16.75	16.75	10069
10069	34.298333	-117.468889	17.5	16	Hemingfordian-2	Hemingfordian-2	United States of America	Artiodactyla	Camelidae	Miolabinae	Paramiolabis	tenuis	mes	L2220	p	NA	71400	Paramiolabistenuis	2	Hemingfordian-2	16.75	16.75	10069
10069	34.298333	-117.468889	17.5	16	Hemingfordian-2	Hemingfordian-2	United States of America	Artiodactyla	Camelidae	Protolabinae	Michenia	agatensis	mes	L2220	p	NA	NA	Micheniaagatensis	2	Hemingfordian-2	16.75	16.75	10069
10069	34.298333	-117.468889	17.5	16	Hemingfordian-2	Hemingfordian-2	United States of America	Artiodactyla	Camelidae	Camelinae	Hesperocamelus	NA	mes	L2220	p	NA	NA	NA	2	Hemingfordian-2	16.75	16.75	10069
10069	34.298333	-117.468889	17.5	16	Hemingfordian-2	Hemingfordian-2	United States of America	Artiodactyla	Camelidae	Camelinae	Procamelus	NA	hyp	L2220	p	NA	NA	NA	3	Hemingfordian-2	16.75	16.75	10069
10069	34.298333	-117.468889	17.5	16	Hemingfordian-2	Hemingfordian-2	United States of America	Artiodactyla	Antilocapridae	Merycodontinae	Merycodus	NA	hyp	L2220	p	NA	NA	NA	3	Hemingfordian-2	16.75	16.75	10069
