LIDNUM	LAT	LONG	MAX_AGE	MIN_AGE	BFA_MAX	BFA_MIN	COUNTRY	ORDER	FAMILY	SUBFAMILY	GENUS	SPECIES	TCRWNHT	CROWNTYP	DIET_1	SVLENGTH	BODYMASS	GENUSSPECIES	HYP	TIME_UNIT	MEAN_AGE_COMPUTED	MEAN_AGE	LOCALITY
10540	28.42	-97.74	12.1	10.1	Clarendonian-2	Clarendonian-2	United States of America	Perissodactyla	Equidae	Equinae	Calippus	regulus	hyp	L2323	p	NA	NA	Calippusregulus	3	Clarendonian-2	11.1	11.1	10540
10540	28.42	-97.74	12.1	10.1	Clarendonian-2	Clarendonian-2	United States of America	Perissodactyla	Equidae	Equinae	Calippus	martini	hyp	L2323	p	NA	156000	Calippusmartini	3	Clarendonian-2	11.1	11.1	10540
10540	28.42	-97.74	12.1	10.1	Clarendonian-2	Clarendonian-2	United States of America	Perissodactyla	Rhinocerotidae	Teleoceratinae	Teleoceras	major	hyp	L2212	p	NA	NA	Teleocerasmajor	3	Clarendonian-2	11.1	11.1	10540
10541	28.531389	-97.591389	12.1	10.1	Clarendonian-2	Clarendonian-2	United States of America	Proboscidea	Gomphotheriidae	NA	Gomphotherium	NA	bra	RMM00	p	NA	NA	NA	1	Clarendonian-2	11.1	11.1	10541
10541	28.531389	-97.591389	12.1	10.1	Clarendonian-2	Clarendonian-2	United States of America	Artiodactyla	Merycoidodontidae	Ticholeptinae	Merychyus	medius	mes	L2220	p	NA	NA	Merychyusmedius	2	Clarendonian-2	11.1	11.1	10541
10541	28.531389	-97.591389	12.1	10.1	Clarendonian-2	Clarendonian-2	United States of America	Artiodactyla	Camelidae	Miolabinae	Nothotylopus	camptognathus	mes	L2220	p	NA	NA	Nothotylopuscamptognathus	2	Clarendonian-2	11.1	11.1	10541
10541	28.531389	-97.591389	12.1	10.1	Clarendonian-2	Clarendonian-2	United States of America	Artiodactyla	Camelidae	Camelinae	Aepycamelus	NA	mes	L2220	p	NA	NA	NA	2	Clarendonian-2	11.1	11.1	10541
10541	28.531389	-97.591389	12.1	10.1	Clarendonian-2	Clarendonian-2	United States of America	Artiodactyla	Camelidae	Camelinae	Procamelus	occidentalis	hyp	L2220	p	NA	567000	Procamelusoccidentalis	3	Clarendonian-2	11.1	11.1	10541
10541	28.531389	-97.591389	12.1	10.1	Clarendonian-2	Clarendonian-2	United States of America	Artiodactyla	Camelidae	Camelinae	Procamelus	grandis	hyp	L2220	p	NA	NA	Procamelusgrandis	3	Clarendonian-2	11.1	11.1	10541
10541	28.531389	-97.591389	12.1	10.1	Clarendonian-2	Clarendonian-2	United States of America	Artiodactyla	Camelidae	Camelinae	Procamelus	NA	hyp	L2220	p	NA	NA	NA	3	Clarendonian-2	11.1	11.1	10541
10541	28.531389	-97.591389	12.1	10.1	Clarendonian-2	Clarendonian-2	United States of America	Artiodactyla	Camelidae	Camelinae	Megatylopus	primaevus	mes	L2220	p	NA	NA	Megatylopusprimaevus	2	Clarendonian-2	11.1	11.1	10541
10541	28.531389	-97.591389	12.1	10.1	Clarendonian-2	Clarendonian-2	United States of America	Artiodactyla	Gelocidae	NA	Pseudoceras	skinneri	mes	L2220	p	NA	NA	Pseudocerasskinneri	2	Clarendonian-2	11.1	11.1	10541
10541	28.531389	-97.591389	12.1	10.1	Clarendonian-2	Clarendonian-2	United States of America	Artiodactyla	Moschidae	Blastomerycinae	Blastomeryx	gemmifer	mes	L2220	p	NA	NA	Blastomeryxgemmifer	2	Clarendonian-2	11.1	11.1	10541
10541	28.531389	-97.591389	12.1	10.1	Clarendonian-2	Clarendonian-2	United States of America	Artiodactyla	Dromomerycidae	Cranioceratidae	Cranioceras	teres	bra	L2220	p	NA	NA	Craniocerasteres	1	Clarendonian-2	11.1	11.1	10541
10541	28.531389	-97.591389	12.1	10.1	Clarendonian-2	Clarendonian-2	United States of America	Artiodactyla	Antilocapridae	Merycodontinae	Ramoceros	ramosus	hyp	L2220	p	NA	NA	Ramocerosramosus	3	Clarendonian-2	11.1	11.1	10541
10541	28.531389	-97.591389	12.1	10.1	Clarendonian-2	Clarendonian-2	United States of America	Perissodactyla	Equidae	Anchitheriinae	Hypohippus	NA	bra	L2212	p	NA	194000	NA	1	Clarendonian-2	11.1	11.1	10541
10541	28.531389	-97.591389	12.1	10.1	Clarendonian-2	Clarendonian-2	United States of America	Perissodactyla	Equidae	Equinae	Pseudohipparion	curtivallum	hyp	L2323	p	NA	NA	Pseudohipparioncurtivallum	3	Clarendonian-2	11.1	11.1	10541
10541	28.531389	-97.591389	12.1	10.1	Clarendonian-2	Clarendonian-2	United States of America	Perissodactyla	Equidae	Equinae	Hipparion	tehonense	hyp	L2323	p	NA	NA	Hippariontehonense	3	Clarendonian-2	11.1	11.1	10541
10541	28.531389	-97.591389	12.1	10.1	Clarendonian-2	Clarendonian-2	United States of America	Perissodactyla	Equidae	Equinae	Cormohipparion	ingenuum	hyp	L2323	p	NA	NA	Cormohipparioningenuum	3	Clarendonian-2	11.1	11.1	10541
10541	28.531389	-97.591389	12.1	10.1	Clarendonian-2	Clarendonian-2	United States of America	Perissodactyla	Equidae	Equinae	Merychippus	sphenodus	mes	L2323	p	NA	NA	Merychippussphenodus	2	Clarendonian-2	11.1	11.1	10541
10541	28.531389	-97.591389	12.1	10.1	Clarendonian-2	Clarendonian-2	United States of America	Perissodactyla	Equidae	Equinae	Protohippus	supremus	hyp	L2323	p	NA	NA	Protohippussupremus	3	Clarendonian-2	11.1	11.1	10541
10541	28.531389	-97.591389	12.1	10.1	Clarendonian-2	Clarendonian-2	United States of America	Perissodactyla	Equidae	Equinae	Calippus	placidus	hyp	L2323	p	NA	NA	Calippusplacidus	3	Clarendonian-2	11.1	11.1	10541
10541	28.531389	-97.591389	12.1	10.1	Clarendonian-2	Clarendonian-2	United States of America	Perissodactyla	Equidae	Equinae	Calippus	regulus	hyp	L2323	p	NA	NA	Calippusregulus	3	Clarendonian-2	11.1	11.1	10541
10541	28.531389	-97.591389	12.1	10.1	Clarendonian-2	Clarendonian-2	United States of America	Perissodactyla	Equidae	Equinae	Calippus	martini	hyp	L2323	p	NA	156000	Calippusmartini	3	Clarendonian-2	11.1	11.1	10541
10541	28.531389	-97.591389	12.1	10.1	Clarendonian-2	Clarendonian-2	United States of America	Perissodactyla	Equidae	Equinae	Pliohippus	pernix	hyp	L2323	p	NA	242000	Pliohippuspernix	3	Clarendonian-2	11.1	11.1	10541
10541	28.531389	-97.591389	12.1	10.1	Clarendonian-2	Clarendonian-2	United States of America	Perissodactyla	Equidae	Equinae	Pliohippus	supremus	hyp	L2323	p	NA	NA	Pliohippussupremus	3	Clarendonian-2	11.1	11.1	10541
10541	28.531389	-97.591389	12.1	10.1	Clarendonian-2	Clarendonian-2	United States of America	Perissodactyla	Equidae	Equinae	Dinohippus	subvenus	hyp	L2323	p	NA	NA	Dinohippussubvenus	3	Clarendonian-2	11.1	11.1	10541
10541	28.531389	-97.591389	12.1	10.1	Clarendonian-2	Clarendonian-2	United States of America	Perissodactyla	Rhinocerotidae	Teleoceratinae	Teleoceras	major	hyp	L2212	p	NA	NA	Teleocerasmajor	3	Clarendonian-2	11.1	11.1	10541
10543	27.957778	-97.778611	5.9	4.9	Hemphillian-4	Hemphillian-4	United States of America	Perissodactyla	Equidae	Equinae	Pseudohipparion	simpsoni	hyp	L2323	p	NA	NA	Pseudohipparionsimpsoni	3	Hemphillian-4	5.4	5.4	10543
10543	27.957778	-97.778611	5.9	4.9	Hemphillian-4	Hemphillian-4	United States of America	Perissodactyla	Equidae	Equinae	Neohipparion	eurystyle	hyp	L2323	p	NA	NA	Neohipparioneurystyle	3	Hemphillian-4	5.4	5.4	10543
10543	27.957778	-97.778611	5.9	4.9	Hemphillian-4	Hemphillian-4	United States of America	Perissodactyla	Equidae	Equinae	Nannippus	aztecus	hyp	L2323	p	NA	NA	Nannippusaztecus	3	Hemphillian-4	5.4	5.4	10543
10543	27.957778	-97.778611	5.9	4.9	Hemphillian-4	Hemphillian-4	United States of America	Perissodactyla	Equidae	Equinae	Nannippus	morgani	hyp	L2323	p	NA	NA	Nannippusmorgani	3	Hemphillian-4	5.4	5.4	10543
10543	27.957778	-97.778611	5.9	4.9	Hemphillian-4	Hemphillian-4	United States of America	Perissodactyla	Equidae	Equinae	Calippus	NA	hyp	L2323	p	NA	NA	NA	3	Hemphillian-4	5.4	5.4	10543
10543	27.957778	-97.778611	5.9	4.9	Hemphillian-4	Hemphillian-4	United States of America	Perissodactyla	Equidae	Equinae	Astrohippus	stockii	hyp	L2323	p	NA	NA	Astrohippusstockii	3	Hemphillian-4	5.4	5.4	10543
10543	27.957778	-97.778611	5.9	4.9	Hemphillian-4	Hemphillian-4	United States of America	Perissodactyla	Rhinocerotidae	Aceratheriinae	Aphelops	NA	mes	L2212	p	NA	NA	NA	2	Hemphillian-4	5.4	5.4	10543
10543	27.957778	-97.778611	5.9	4.9	Hemphillian-4	Hemphillian-4	United States of America	Perissodactyla	Equidae	Equinae	Nannippus	lenticularis	hyp	L2323	p	NA	NA	Nannippuslenticularis	3	Hemphillian-4	5.4	5.4	10543
10647	35.087778	-118.233889	5.9	4.9	Hemphillian-4	Hemphillian-4	United States of America	Proboscidea	Mammutidae	NA	Mammut	NA	bra	L3303	p	NA	NA	NA	1	Hemphillian-4	5.4	5.4	10647
10647	35.087778	-118.233889	5.9	4.9	Hemphillian-4	Hemphillian-4	United States of America	Artiodactyla	Camelidae	Camelinae	Pleiolama	vera	mes	L2220	p	NA	350000	Pleiolamavera	2	Hemphillian-4	5.4	5.4	10647
10647	35.087778	-118.233889	5.9	4.9	Hemphillian-4	Hemphillian-4	United States of America	Artiodactyla	Camelidae	Camelinae	Megatylopus	matthewi	mes	L2220	p	NA	NA	Megatylopusmatthewi	2	Hemphillian-4	5.4	5.4	10647
10647	35.087778	-118.233889	5.9	4.9	Hemphillian-4	Hemphillian-4	United States of America	Artiodactyla	Antilocapridae	Antilocaprinae	Ilingoceros	NA	hyp	L2220	p	NA	NA	NA	3	Hemphillian-4	5.4	5.4	10647
10647	35.087778	-118.233889	5.9	4.9	Hemphillian-4	Hemphillian-4	United States of America	Perissodactyla	Equidae	Equinae	Dinohippus	leidyanus	hyp	L2323	p	NA	360000	Dinohippusleidyanus	3	Hemphillian-4	5.4	5.4	10647
10647	35.087778	-118.233889	5.9	4.9	Hemphillian-4	Hemphillian-4	United States of America	Perissodactyla	Equidae	Equinae	Dinohippus	edensis	hyp	L2323	p	NA	NA	Dinohippusedensis	3	Hemphillian-4	5.4	5.4	10647
10647	35.087778	-118.233889	5.9	4.9	Hemphillian-4	Hemphillian-4	United States of America	Proboscidea	Gomphotheriidae	NA	Rhynchotherium	tlascalae	bra	R3300	p	NA	NA	Rhynchotheriumtlascalae	1	Hemphillian-4	5.4	5.4	10647
10651	35.981667	-117.663889	4.9	2.5	Blancan-Early	Blancan-Early	United States of America	Proboscidea	Mammutidae	NA	Mammut	NA	bra	L3303	p	NA	NA	NA	1	Blancan-Early	3.7	3.7	10651
10651	35.981667	-117.663889	4.9	2.5	Blancan-Early	Blancan-Early	United States of America	Artiodactyla	Tayassuidae	Tayassuinae	Platygonus	NA	bra	L2202	p	NA	NA	NA	1	Blancan-Early	3.7	3.7	10651
10651	35.981667	-117.663889	4.9	2.5	Blancan-Early	Blancan-Early	United States of America	Artiodactyla	Camelidae	Camelinae	Hemiauchenia	NA	mes	L2220	p	NA	NA	NA	2	Blancan-Early	3.7	3.7	10651
10651	35.981667	-117.663889	4.9	2.5	Blancan-Early	Blancan-Early	United States of America	Perissodactyla	Equidae	Equinae	Equus	simplicidens	hyp	L2323	p	NA	NA	Equussimplicidens	3	Blancan-Early	3.7	3.7	10651
10654	38.555605	-121.468926	4.9	2.5	Blancan-Early	Blancan-Early	United States of America	Perissodactyla	Equidae	Equinae	Dinohippus	NA	hyp	L2323	p	NA	NA	NA	3	Blancan-Early	3.7	3.7	10654
10655	38.555605	-121.468926	4.9	2.5	Blancan-Early	Blancan-Early	United States of America	Artiodactyla	Camelidae	Camelinae	Hemiauchenia	NA	mes	L2220	p	NA	NA	NA	2	Blancan-Early	3.7	3.7	10655
10655	38.555605	-121.468926	4.9	2.5	Blancan-Early	Blancan-Early	United States of America	Artiodactyla	Camelidae	Camelinae	Camelops	NA	hyp	L2220	p	NA	NA	NA	3	Blancan-Early	3.7	3.7	10655
10655	38.555605	-121.468926	4.9	2.5	Blancan-Early	Blancan-Early	United States of America	Perissodactyla	Equidae	Equinae	Dinohippus	NA	hyp	L2323	p	NA	NA	NA	3	Blancan-Early	3.7	3.7	10655
10655	38.555605	-121.468926	4.9	2.5	Blancan-Early	Blancan-Early	United States of America	Perissodactyla	Equidae	Equinae	Equus	simplicidens	hyp	L2323	p	NA	NA	Equussimplicidens	3	Blancan-Early	3.7	3.7	10655
10655	38.555605	-121.468926	4.9	2.5	Blancan-Early	Blancan-Early	United States of America	Perissodactyla	Equidae	Equinae	Equus	NA	hyp	L2323	p	NA	NA	NA	3	Blancan-Early	3.7	3.7	10655
10658	41.771667	-115.9	30	28.1	Arikareean-1	Arikareean-1	United States of America	Artiodactyla	Merycoidodontidae	Phenacocoelinae	Merycoides	relictus	bra	L2220	p	NA	NA	Merycoidesrelictus	1	Arikareean-1	29.05	29.05	10658
10660	39.160833	-119.753889	17.5	16	Hemingfordian-2	Hemingfordian-2	United States of America	Artiodactyla	Merycoidodontidae	Ticholeptinae	Ticholeptus	zygomaticus	mes	L2220	p	NA	71400	Ticholeptuszygomaticus	2	Hemingfordian-2	16.75	16.75	10660
10660	39.160833	-119.753889	17.5	16	Hemingfordian-2	Hemingfordian-2	United States of America	Artiodactyla	Merycoidodontidae	Ticholeptinae	Brachycrus	siouense	mes	L2220	p	NA	148000	Brachycrussiouense	2	Hemingfordian-2	16.75	16.75	10660
10661	41.651944	-119.749167	17.5	16	Hemingfordian-2	Hemingfordian-2	United States of America	Artiodactyla	Antilocapridae	Merycodontinae	Paracosoryx	wilsoni	hyp	L2220	p	NA	18500	Paracosoryxwilsoni	3	Hemingfordian-2	16.75	16.75	10661
10661	41.651944	-119.749167	17.5	16	Hemingfordian-2	Hemingfordian-2	United States of America	Artiodactyla	Tayassuidae	Hesperhyinae	Hesperhys	pinensis	bra	R2M00	p	NA	NA	Hesperhyspinensis	1	Hemingfordian-2	16.75	16.75	10661
10661	41.651944	-119.749167	17.5	16	Hemingfordian-2	Hemingfordian-2	United States of America	Artiodactyla	Tayassuidae	Hesperhyinae	Hesperhys	vagrans	bra	R2M00	p	NA	NA	Hesperhysvagrans	1	Hemingfordian-2	16.75	16.75	10661
10661	41.651944	-119.749167	17.5	16	Hemingfordian-2	Hemingfordian-2	United States of America	Artiodactyla	Tayassuidae	Hesperhyinae	Cynorca	sociale	bra	R2M00	p	NA	NA	Cynorcasociale	1	Hemingfordian-2	16.75	16.75	10661
10661	41.651944	-119.749167	17.5	16	Hemingfordian-2	Hemingfordian-2	United States of America	Artiodactyla	Merycoidodontidae	Ticholeptinae	Merychyus	smithi	mes	L2220	p	NA	NA	Merychyussmithi	2	Hemingfordian-2	16.75	16.75	10661
10661	41.651944	-119.749167	17.5	16	Hemingfordian-2	Hemingfordian-2	United States of America	Artiodactyla	Merycoidodontidae	Ticholeptinae	Ticholeptus	zygomaticus	mes	L2220	p	NA	71400	Ticholeptuszygomaticus	2	Hemingfordian-2	16.75	16.75	10661
10661	41.651944	-119.749167	17.5	16	Hemingfordian-2	Hemingfordian-2	United States of America	Artiodactyla	Dromomerycidae	Dromomerycinae	Subdromomeryx	antilopinus	mes	L2220	p	NA	NA	Subdromomeryxantilopinus	2	Hemingfordian-2	16.75	16.75	10661
10661	41.651944	-119.749167	17.5	16	Hemingfordian-2	Hemingfordian-2	United States of America	Artiodactyla	Dromomerycidae	Cranioceratidae	Bouromeryx	submilleri	bra	L2220	p	NA	48000	Bouromeryxsubmilleri	1	Hemingfordian-2	16.75	16.75	10661
10661	41.651944	-119.749167	17.5	16	Hemingfordian-2	Hemingfordian-2	United States of America	Artiodactyla	Dromomerycidae	Cranioceratidae	Bouromeryx	americanus	bra	L2220	p	NA	NA	Bouromeryxamericanus	1	Hemingfordian-2	16.75	16.75	10661
10661	41.651944	-119.749167	17.5	16	Hemingfordian-2	Hemingfordian-2	United States of America	Perissodactyla	Equidae	Anchitheriinae	Parahippus	pawniensis	mes	L2212	p	NA	82200	Parahippuspawniensis	2	Hemingfordian-2	16.75	16.75	10661
10661	41.651944	-119.749167	17.5	16	Hemingfordian-2	Hemingfordian-2	United States of America	Perissodactyla	Equidae	Equinae	Parapliohippus	carrizoensis	mes	L2323	p	NA	NA	Parapliohippuscarrizoensis	2	Hemingfordian-2	16.75	16.75	10661
10661	41.651944	-119.749167	17.5	16	Hemingfordian-2	Hemingfordian-2	United States of America	Perissodactyla	Equidae	Equinae	Merychippus	NA	mes	L2323	p	NA	NA	NA	2	Hemingfordian-2	16.75	16.75	10661
10661	41.651944	-119.749167	17.5	16	Hemingfordian-2	Hemingfordian-2	United States of America	Perissodactyla	Chalicotheriidae	NA	Moropus	merriami	bra	LM222	p	NA	NA	Moropusmerriami	1	Hemingfordian-2	16.75	16.75	10661
10661	41.651944	-119.749167	17.5	16	Hemingfordian-2	Hemingfordian-2	United States of America	Perissodactyla	Rhinocerotidae	Aceratheriinae	Aphelops	megalodus	mes	L2212	p	NA	1480000	Aphelopsmegalodus	2	Hemingfordian-2	16.75	16.75	10661
10661	41.651944	-119.749167	17.5	16	Hemingfordian-2	Hemingfordian-2	United States of America	Perissodactyla	Rhinocerotidae	Teleoceratinae	Teleoceras	americanum	mes	L2212	p	NA	1940000	Teleocerasamericanum	2	Hemingfordian-2	16.75	16.75	10661
10661	41.651944	-119.749167	17.5	16	Hemingfordian-2	Hemingfordian-2	United States of America	Perissodactyla	Equidae	Anchitheriinae	Anchitherium	NA	bra	L2212	p	NA	NA	NA	1	Hemingfordian-2	16.75	16.75	10661
10662	41.841667	-119.05	16	14.8	Barstovian-1	Barstovian-1	United States of America	Artiodactyla	Merycoidodontidae	Ticholeptinae	Ticholeptus	zygomaticus	mes	L2220	p	NA	71400	Ticholeptuszygomaticus	2	Barstovian-1	15.4	15.4	10662
10662	41.841667	-119.05	16	14.8	Barstovian-1	Barstovian-1	United States of America	Artiodactyla	Moschidae	Blastomerycinae	Blastomeryx	gemmifer	mes	L2220	p	NA	NA	Blastomeryxgemmifer	2	Barstovian-1	15.4	15.4	10662
10662	41.841667	-119.05	16	14.8	Barstovian-1	Barstovian-1	United States of America	Artiodactyla	Dromomerycidae	Dromomerycinae	Rakomeryx	NA	bra	L2220	p	NA	NA	NA	1	Barstovian-1	15.4	15.4	10662
10662	41.841667	-119.05	16	14.8	Barstovian-1	Barstovian-1	United States of America	Artiodactyla	Dromomerycidae	Dromomerycinae	Dromomeryx	borealis	bra	L2220	p	NA	NA	Dromomeryxborealis	1	Barstovian-1	15.4	15.4	10662
10662	41.841667	-119.05	16	14.8	Barstovian-1	Barstovian-1	United States of America	Artiodactyla	Dromomerycidae	Dromomerycinae	Dromomeryx	NA	bra	L2220	p	NA	NA	NA	1	Barstovian-1	15.4	15.4	10662
10662	41.841667	-119.05	16	14.8	Barstovian-1	Barstovian-1	United States of America	Artiodactyla	Antilocapridae	Merycodontinae	Paracosoryx	nevadensis	hyp	L2220	p	NA	NA	Paracosoryxnevadensis	3	Barstovian-1	15.4	15.4	10662
10662	41.841667	-119.05	16	14.8	Barstovian-1	Barstovian-1	United States of America	Perissodactyla	Equidae	Anchitheriinae	Hypohippus	osborni	bra	L2212	p	NA	NA	Hypohippusosborni	1	Barstovian-1	15.4	15.4	10662
10662	41.841667	-119.05	16	14.8	Barstovian-1	Barstovian-1	United States of America	Perissodactyla	Equidae	Anchitheriinae	Desmatippus	avus	mes	L2212	p	NA	114000	Desmatippusavus	2	Barstovian-1	15.4	15.4	10662
10662	41.841667	-119.05	16	14.8	Barstovian-1	Barstovian-1	United States of America	Perissodactyla	Equidae	Equinae	Acritohippus	isonesus	mes	L2323	p	NA	164000	Acritohippusisonesus	2	Barstovian-1	15.4	15.4	10662
10662	41.841667	-119.05	16	14.8	Barstovian-1	Barstovian-1	United States of America	Perissodactyla	Equidae	Equinae	Merychippus	californicus	mes	L2323	p	NA	NA	Merychippuscalifornicus	2	Barstovian-1	15.4	15.4	10662
10662	41.841667	-119.05	16	14.8	Barstovian-1	Barstovian-1	United States of America	Perissodactyla	Equidae	Equinae	Merychippus	brevidontus	mes	L2323	p	NA	NA	Merychippusbrevidontus	2	Barstovian-1	15.4	15.4	10662
10662	41.841667	-119.05	16	14.8	Barstovian-1	Barstovian-1	United States of America	Perissodactyla	Chalicotheriidae	NA	Moropus	merriami	bra	LM222	p	NA	NA	Moropusmerriami	1	Barstovian-1	15.4	15.4	10662
10662	41.841667	-119.05	16	14.8	Barstovian-1	Barstovian-1	United States of America	Perissodactyla	Rhinocerotidae	Aceratheriinae	Aphelops	megalodus	mes	L2212	p	NA	1480000	Aphelopsmegalodus	2	Barstovian-1	15.4	15.4	10662
10662	41.841667	-119.05	16	14.8	Barstovian-1	Barstovian-1	United States of America	Perissodactyla	Rhinocerotidae	Aceratheriinae	Peraceras	profectum	mes	L2212	p	NA	NA	Peracerasprofectum	2	Barstovian-1	15.4	15.4	10662
10662	41.841667	-119.05	16	14.8	Barstovian-1	Barstovian-1	United States of America	Perissodactyla	Rhinocerotidae	Teleoceratinae	Teleoceras	medicornutum	hyp	L2212	p	NA	2420000	Teleocerasmedicornutum	3	Barstovian-1	15.4	15.4	10662
10662	41.841667	-119.05	16	14.8	Barstovian-1	Barstovian-1	United States of America	Proboscidea	Mammutidae	NA	Zygolophodon	proavus	bra	R3300	p	NA	NA	Zygolophodonproavus	1	Barstovian-1	15.4	15.4	10662
10664	39.160833	-119.753889	16	14.8	Barstovian-1	Barstovian-1	United States of America	Artiodactyla	Merycoidodontidae	Ticholeptinae	Brachycrus	laticeps	mes	L2220	p	NA	NA	Brachycruslaticeps	2	Barstovian-1	15.4	15.4	10664
10664	39.160833	-119.753889	16	14.8	Barstovian-1	Barstovian-1	United States of America	Artiodactyla	Merycoidodontidae	Ticholeptinae	Brachycrus	buwaldi	mes	L2220	p	NA	NA	Brachycrusbuwaldi	2	Barstovian-1	15.4	15.4	10664
10664	39.160833	-119.753889	16	14.8	Barstovian-1	Barstovian-1	United States of America	Artiodactyla	Dromomerycidae	Dromomerycinae	Rakomeryx	NA	bra	L2220	p	NA	NA	NA	1	Barstovian-1	15.4	15.4	10664
10664	39.160833	-119.753889	16	14.8	Barstovian-1	Barstovian-1	United States of America	Artiodactyla	Antilocapridae	Merycodontinae	Paracosoryx	furlongi	hyp	L2220	p	NA	NA	Paracosoryxfurlongi	3	Barstovian-1	15.4	15.4	10664
10664	39.160833	-119.753889	16	14.8	Barstovian-1	Barstovian-1	United States of America	Artiodactyla	Antilocapridae	Merycodontinae	Merriamoceros	NA	mes	L2220	p	NA	NA	NA	2	Barstovian-1	15.4	15.4	10664
10664	39.160833	-119.753889	16	14.8	Barstovian-1	Barstovian-1	United States of America	Perissodactyla	Equidae	Anchitheriinae	Hypohippus	NA	bra	L2212	p	NA	194000	NA	1	Barstovian-1	15.4	15.4	10664
10664	39.160833	-119.753889	16	14.8	Barstovian-1	Barstovian-1	United States of America	Perissodactyla	Rhinocerotidae	Teleoceratinae	Teleoceras	medicornutum	hyp	L2212	p	NA	2420000	Teleocerasmedicornutum	3	Barstovian-1	15.4	15.4	10664
10666	40.783333	-116.000833	10.1	9	Clarendonian-3	Clarendonian-3	United States of America	Artiodactyla	Camelidae	Camelinae	Hesperocamelus	stylodon	mes	L2220	p	NA	NA	Hesperocamelusstylodon	2	Clarendonian-3	9.55	9.55	10666
10666	40.783333	-116.000833	10.1	9	Clarendonian-3	Clarendonian-3	United States of America	Perissodactyla	Equidae	Equinae	Cormohipparion	occidentale	hyp	L2323	p	NA	289000	Cormohipparionoccidentale	3	Clarendonian-3	9.55	9.55	10666
10666	40.783333	-116.000833	10.1	9	Clarendonian-3	Clarendonian-3	United States of America	Perissodactyla	Equidae	Equinae	Pliohippus	NA	hyp	L2323	p	NA	NA	NA	3	Clarendonian-3	9.55	9.55	10666
10666	40.783333	-116.000833	10.1	9	Clarendonian-3	Clarendonian-3	United States of America	Perissodactyla	Rhinocerotidae	Aceratheriinae	Aphelops	NA	mes	L2212	p	NA	NA	NA	2	Clarendonian-3	9.55	9.55	10666
10666	40.783333	-116.000833	10.1	9	Clarendonian-3	Clarendonian-3	United States of America	Perissodactyla	Rhinocerotidae	Teleoceratinae	Teleoceras	major	hyp	L2212	p	NA	NA	Teleocerasmajor	3	Clarendonian-3	9.55	9.55	10666
10627	36.58	-117.42	40	37	Duchesnean	Duchesnean	United States of America	Perissodactyla	Tapiridae	NA	Colodon	NA	bra	L3212	p	NA	NA	NA	1	Duchesnean	38.5	38.5	10627
10627	36.58	-117.42	40	37	Duchesnean	Duchesnean	United States of America	Artiodactyla	Agriochoeridae	Protoreodontinae	Protoreodon	transmontanus	bra	L2220	p	NA	NA	Protoreodontransmontanus	1	Duchesnean	38.5	38.5	10627
10627	36.58	-117.42	40	37	Duchesnean	Duchesnean	United States of America	Artiodactyla	Protoceratidae	Leptotragulidae	Poabromylus	robustus	bra	L2220	p	NA	NA	Poabromylusrobustus	1	Duchesnean	38.5	38.5	10627
10627	36.58	-117.42	40	37	Duchesnean	Duchesnean	United States of America	Artiodactyla	Leptomerycidae	NA	Leptomeryx	blacki	bra	L2220	p	NA	NA	Leptomeryxblacki	1	Duchesnean	38.5	38.5	10627
10627	36.58	-117.42	40	37	Duchesnean	Duchesnean	United States of America	Perissodactyla	Equidae	Anchitheriinae	Mesohippus	NA	bra	L2212	p	NA	NA	NA	1	Duchesnean	38.5	38.5	10627
10667	41.2	-119.316667	16	14.8	Barstovian-1	Barstovian-1	United States of America	Artiodactyla	Merycoidodontidae	Ticholeptinae	Ticholeptus	zygomaticus	mes	L2220	p	NA	71400	Ticholeptuszygomaticus	2	Barstovian-1	15.4	15.4	10667
10667	41.2	-119.316667	16	14.8	Barstovian-1	Barstovian-1	United States of America	Artiodactyla	Merycoidodontidae	Ticholeptinae	Brachycrus	laticeps	mes	L2220	p	NA	NA	Brachycruslaticeps	2	Barstovian-1	15.4	15.4	10667
10667	41.2	-119.316667	16	14.8	Barstovian-1	Barstovian-1	United States of America	Artiodactyla	Moschidae	Blastomerycinae	Blastomeryx	gemmifer	mes	L2220	p	NA	NA	Blastomeryxgemmifer	2	Barstovian-1	15.4	15.4	10667
10667	41.2	-119.316667	16	14.8	Barstovian-1	Barstovian-1	United States of America	Artiodactyla	Dromomerycidae	Dromomerycinae	Dromomeryx	NA	bra	L2220	p	NA	NA	NA	1	Barstovian-1	15.4	15.4	10667
10667	41.2	-119.316667	16	14.8	Barstovian-1	Barstovian-1	United States of America	Artiodactyla	Antilocapridae	Merycodontinae	Paracosoryx	nevadensis	hyp	L2220	p	NA	NA	Paracosoryxnevadensis	3	Barstovian-1	15.4	15.4	10667
10667	41.2	-119.316667	16	14.8	Barstovian-1	Barstovian-1	United States of America	Artiodactyla	Antilocapridae	Merycodontinae	Merriamoceros	coronatus	mes	L2220	p	NA	10200	Merriamoceroscoronatus	2	Barstovian-1	15.4	15.4	10667
10667	41.2	-119.316667	16	14.8	Barstovian-1	Barstovian-1	United States of America	Perissodactyla	Equidae	Anchitheriinae	Hypohippus	NA	bra	L2212	p	NA	194000	NA	1	Barstovian-1	15.4	15.4	10667
