records	7800
no taxa	52
HYP values	7798
DIET_1=p	0
DIET_1=a	0
DIET_1=o	0
DIET_1=NA	7800
time units	10
localities	150
mean taxa per locality	11.7
mean hyp taxa per locality	10.9
