0	0	0	0	0	0	0	0	0	0	2
17	15	12	10	7	5	2	0	0	0	1
0	0	0	0	0	0	0	0	0	0	3
0	0	0	0	0	0	0	0	0	0	2
50	54	51	48	43	46	49	46	43	40	1
0	0	0	0	0	0	0	0	0	0	2
0	0	0	0	0	0	0	0	0	0	3
7	11	8	5	6	8	10	5	8	11	1
0	0	0	0	0	0	0	0	0	0	1
6	10	11	13	18	18	16	14	10	8	2
0	0	0	0	0	0	0	0	0	0	2
0	0	0	0	0	0	0	0	0	0	1
0	0	0	0	0	0	0	0	0	0	3
0	0	0	0	0	0	0	0	0	0	2
0	0	0	0	0	0	0	0	0	0	3
0	0	0	0	0	0	0	0	0	0	3
16	12	14	11	14	16	19	17	14	17	3
0	0	0	0	0	0	0	0	0	0	3
0	0	0	0	0	0	0	0	0	0	2
0	0	0	0	0	0	0	0	0	0	1
0	0	0	0	0	0	0	0	0	0	1
8	11	14	9	6	9	7	3	0	0	2
0	0	0	0	0	0	0	0	0	0	3
0	0	0	0	0	0	0	0	0	0	1
0	0	0	0	0	0	0	0	0	0	3
0	0	0	0	0	0	0	0	0	0	2
0	0	0	0	0	0	0	0	0	0	3
26	28	31	35	38	34	39	36	38	34	3
0	0	0	0	0	0	0	0	0	0	1
0	0	0	0	0	0	0	0	0	0	3
0	0	0	0	0	0	0	0	0	0	3
22	21	23	20	18	15	17	15	18	15	3
0	0	0	0	0	0	0	0	0	0	3
0	0	0	0	0	0	0	0	0	0	2
0	0	0	0	0	0	0	0	0	0	2
0	0	0	0	0	0	0	0	0	0	1
0	0	0	0	0	0	0	0	0	0	2
0	0	0	0	0	0	0	0	0	0	2
0	0	0	0	0	0	0	0	0	0	1
0	0	0	0	0	0	0	0	0	0	1
0	0	0	0	0	0	0	0	0	0	3
0	0	0	0	0	0	0	0	0	0	2
16	20	17	22	26	28	32	31	28	31	3
0	0	0	0	0	0	0	0	0	0	3
0	0	0	0	0	0	0	0	0	0	2
0	0	0	0	0	0	0	0	0	0	3
0	0	0	0	0	0	0	0	0	0	1
0	0	0	0	0	0	0	0	0	0	3
0	0	0	0	0	0	0	0	0	0	2
0	0	0	0	0	0	0	0	0	0	3
0	0	0	0	0	0	0	0	0	0	2
23	20	24	22	19	17	19	23	27	29	1
0	0	0	0	0	0	0	0	0	0	3
29	26	29	32	36	39	41	44	47	51	2
0	0	0	0	0	0	0	0	0	0	1
0	0	0	0	0	0	0	0	0	0	3
21	18	15	12	16	14	17	16	12	15	2
0	0	0	0	0	0	0	0	0	0	3
11	9	12	14	15	12	9	6	11	8	2
0	0	0	0	0	0	0	0	0	0	2
0	0	0	0	0	0	0	0	0	0	2
4	3	0	0	0	0	0	0	0	0	3
0	0	0	0	0	0	0	0	0	0	1
0	0	0	0	0	0	0	0	0	0	3
12	8	6	11	16	18	22	24	19	17	2
0	0	0	0	0	0	0	0	0	0	1
0	0	0	0	0	0	0	0	0	0	2
2	6	10	13	9	12	9	6	9	5	3
26	23	20	23	27	24	21	23	18	15	1
17	15	18	13	11	15	18	21	23	19	3
0	0	0	0	0	0	0	0	0	0	2
0	0	0	0	0	0	0	0	0	0	1
0	0	0	0	0	0	0	0	0	0	2
15	12	15	12	10	6	4	1	0	0	2
0	0	0	0	0	0	0	0	0	0	2
19	23	27	24	27	23	28	25	24	22	3
0	0	0	0	0	0	0	0	0	0	3
0	0	0	0	0	0	0	0	0	0	2
0	0	0	0	0	0	0	0	0	0	1
0	0	0	0	0	0	0	0	0	0	2
23	21	22	25	29	31	30	33	35	40	1
0	0	0	0	0	0	0	0	0	0	3
0	0	0	0	0	0	0	0	0	0	2
